source,model,architecture,decision_type,criterion,statistic,value,sd_across_runs
single_criterion_recovery_test_195,ground_truth,GroundTruth,HVAC,comfort,gt_top1_recovery_pct,85.714286,
single_criterion_recovery_test_195,ground_truth,GroundTruth,HVAC,comfort,n_scenarios,70.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,HVAC,practicality,gt_top1_recovery_pct,27.142857,
single_criterion_recovery_test_195,ground_truth,GroundTruth,HVAC,practicality,n_scenarios,70.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Appliance,energy_cost,gt_top1_recovery_pct,61.538462,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Appliance,energy_cost,n_scenarios,65.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Appliance,environmental,gt_top1_recovery_pct,46.153846,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Appliance,environmental,n_scenarios,65.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Appliance,comfort,gt_top1_recovery_pct,92.307692,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Appliance,comfort,n_scenarios,65.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Appliance,practicality,gt_top1_recovery_pct,90.769231,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Appliance,practicality,n_scenarios,65.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Shower,energy_cost,gt_top1_recovery_pct,75.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Shower,energy_cost,n_scenarios,60.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Shower,environmental,gt_top1_recovery_pct,75.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Shower,environmental,n_scenarios,60.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Shower,comfort,gt_top1_recovery_pct,18.333333,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Shower,comfort,n_scenarios,60.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Shower,practicality,gt_top1_recovery_pct,20.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,Shower,practicality,n_scenarios,60.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,HVAC,energy_cost,gt_top1_recovery_pct,14.285714,
single_criterion_recovery_full_285,ground_truth,GroundTruth,HVAC,energy_cost,n_scenarios,105.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,HVAC,environmental,gt_top1_recovery_pct,14.285714,
single_criterion_recovery_full_285,ground_truth,GroundTruth,HVAC,environmental,n_scenarios,105.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,HVAC,comfort,gt_top1_recovery_pct,80.952381,
single_criterion_recovery_full_285,ground_truth,GroundTruth,HVAC,comfort,n_scenarios,105.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,HVAC,practicality,gt_top1_recovery_pct,26.666667,
single_criterion_recovery_full_285,ground_truth,GroundTruth,HVAC,practicality,n_scenarios,105.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Appliance,energy_cost,gt_top1_recovery_pct,68.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Appliance,energy_cost,n_scenarios,100.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Appliance,environmental,gt_top1_recovery_pct,55.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Appliance,environmental,n_scenarios,100.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Appliance,comfort,gt_top1_recovery_pct,93.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Appliance,comfort,n_scenarios,100.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Appliance,practicality,gt_top1_recovery_pct,92.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Appliance,practicality,n_scenarios,100.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Shower,energy_cost,gt_top1_recovery_pct,73.75,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Shower,energy_cost,n_scenarios,80.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Shower,environmental,gt_top1_recovery_pct,73.75,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Shower,environmental,n_scenarios,80.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Shower,comfort,gt_top1_recovery_pct,20.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Shower,comfort,n_scenarios,80.0,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Shower,practicality,gt_top1_recovery_pct,21.25,
single_criterion_recovery_full_285,ground_truth,GroundTruth,Shower,practicality,n_scenarios,80.0,
